acct_type,approx_payout_date,body_length,channels,country,currency,delivery_method,description,email_domain,event_created,event_end,event_published,event_start,fb_published,gts,has_analytics,has_header,has_logo,listed,name,name_length,num_order,num_payouts,object_id,org_desc,org_facebook,org_name,org_twitter,payee_name,payout_type,previous_payouts,sale_duration,sale_duration2,show_map,ticket_types,user_age,user_created,user_type,venue_address,venue_country,venue_latitude,venue_longitude,venue_name,venue_state
fraudster,1299607200,870,11,US,USD,0,"<h1 class=""post"">Welcome</h1>
<p>Â </p>
<div class=""entry"">
<div class=""article"">
<h1 style=""text-align: center;""><span style=""color: #800000;""><strong>5th Annual Earth Transformation Conference: </strong></span></h1>
<h1 style=""text-align: center;""><span style=""color: #800000;""><strong>Igniting the Inner Spark </strong></span></h1>
<h1 style=""text-align: center;""><span style=""color: #800000;"">Additional seminars before and after</span></h1>
<h2 style=""text-align: center;""><span style=""color: #800000;""><strong>Dec 29, 2010 â€“Â Feb 28, 2011 session</strong></span></h2>
<p style=""text-align: center;""><strong>Featuring: Braco</strong></p>
<p style=""text-align: center;""><strong></strong></p>
<p style=""text-align: center;""><a href=""http://earthtransformation.com/"">http://earthtransformation.com/</a></p>
<p style=""text-align: center;"">Â </p>
</div>
</div>",hotmail.com,1299171416,1299175200,1299171498,1299173400,0,634.98,0,0,0,n,Series 2 of CSI Seminars for Transformation Expo,48,1,0,1386643,,0,,0,,ACH,[],0,0,0,"[{u'event_id': 1386643, u'cost': 300.0, u'availability': 1, u'quantity_total': 25, u'quantity_sold': 2}, {u'event_id': 1386643, u'cost': 200.0, u'availability': 1, u'quantity_total': 10, u'quantity_sold': 0}]",42,1295576777,3,400 Fifth Avenue,US,40.750228,-73.983714,The Setai,NY
